city,instagramUrl,leadEngineStatus,notionStage,organizationId,profileName,sourceChannels,sourceConfidence,state,updatedAt,websiteUrl,primaryEmail,primaryPhone,primaryWhatsapp
"PORTO ALEGRE","https://www.instagram.com/pelizzaroadvocacia/","needs_manual_review","Seguir","org_web_94bff4fae619330c","PELIZZARO ADVOCACIA PREVIDENCIÁRIA TRABALHISTA CONSUMIDOR ... (@pelizzaroadvocacia)","google_web_discovery|google_web_search|official_site","0.95","RS","2026-05-01T21:45:35.596Z","https://www.pelizzaro.com.br/","","(51) 98918-4988",""
"MARINGA","https://www.instagram.com/anacbeluco/","needs_manual_review","Seguir","org_web_1fd96c4fb4ce37c5","ADVOCACIA PREVIDENCIÁRIA (INSS) EM MARINGÁ (@anacbeluco)","google_web_discovery|official_site","0.95","PR","2026-05-01T21:45:20.493Z","https://belucoecarvalho.adv.br/","","(44) 9925-9258","(44) 99925-9258"
"MARINGA","https://www.instagram.com/valadaresadvogados/","needs_manual_review","Seguir","org_web_8b68446be327b401","VALADARES ADVOGADOS (@valadaresadvogados)","google_web_discovery|official_site","0.95","PR","2026-05-01T21:36:47.445Z","https://valadaresadvogados.com.br/","","(41) 3093-9396",""
"LONDRINA","https://www.instagram.com/castellani.santos/","needs_manual_review","Seguir","org_web_fca6f48227a061cb","CASTELLANI SANTOS ADVOCACIA (@castellani.santos)","google_web_discovery|official_site","0.95","PR","2026-05-01T21:09:40.636Z","https://castellanisantos.adv.br/","","","(43) 99148-6384"
"CURITIBA","https://www.instagram.com/vilelavianna/","needs_manual_review","Seguir","org_web_1c1f67164f26c391","VILELA VIANNA – ADVOCACIA E CONSULTORIA COM FOCO EM DIREITO ... (@vilelavianna)","google_web_discovery|official_site","0.95","PR","2026-05-01T21:01:50.763Z","https://www.vilelavianna.adv.br/","","","(41) 3233-5121"
"RIO DE JANEIRO","https://www.instagram.com/martins_regina_advocacia/","needs_manual_review","Seguir","org_web_21154711acefb472","MARTINS REGINA ESCRITÓRIO DE ADVOCACIA – RIO DE JANEIRO – RJ ... (@martins_regina_advocacia)","google_web_discovery|official_site","0.95","RJ","2026-05-01T21:00:52.399Z","https://escritoriodeadvocaciarj.com.br/","","(21) 98777-1186","(21) 98777-1186"
"SOROCABA","https://www.instagram.com/alaminosilva/","needs_manual_review","Seguir","org_web_db4a6fa5e66065b2","ESCRITÓRIO ADVOCACIA PREVIDENCIÁRIA E TRABALHISTA (@alaminosilva)","google_web_discovery|official_site","0.95","SP","2026-05-01T20:42:36.814Z","https://www.alaminosilva.com.br/","","(15) 3326-2261","(15) 98830-4751"
"UBERLANDIA","https://www.instagram.com/oquefazeruberlandia/","needs_manual_review","Seguir","org_web_b1fc8ed36812f2fd","RIBEIRO & RIBEIRO ADVOGADOS ASSOCIADOS (@oquefazeruberlandia)","google_web_discovery|google_web_search|official_site","0.95","MG","2026-05-01T20:39:23.575Z","https://advocaciaribeiroeribeiro.adv.br/","","",""
"UBERLANDIA","https://www.instagram.com/rochasantosportilhoadv/","needs_manual_review","Seguir","org_web_9d515185e50f368e","ROCHA SANTOS & PORTILHO – ADVOCACIA (@rochasantosportilhoadv)","google_web_discovery|official_site","0.95","MG","2026-05-01T20:37:49.612Z","https://rsp.adv.br/","","(27) 99813-7998","(34) 9706-8229"
"UBERLANDIA","https://www.instagram.com/advocaciaespindula/","needs_manual_review","Seguir","org_web_7ea79e87bde9aea9","ADVOCACIA TRABALHISTA, CONSUMIDOR E FAMÍLIA DRA. VIVIANE ... (@advocaciaespindula)","google_web_discovery|google_web_search|official_site","0.95","MG","2026-05-01T20:37:38.874Z","https://www.vivianeespindula.adv.br/","","(34) 99102-7524","(34) 99102-7524"
"SAO PAULO","https://www.instagram.com/mengarefedericoadvogados/","needs_manual_review","Seguir","org_web_ba2ec54ba9d94422","MENGAR E FEDERICO ADVOGADOS E ASSOCIADOS – ESCRITÓRIO ... (@mengarefedericoadvogados)","google_web_discovery|google_web_search|google_web_search_miss|official_site","0.95","SP","2026-05-01T20:25:23.907Z","https://mengarfrederico.adv.br/","","(11) 2294-6664",""
"SAO PAULO","https://www.instagram.com/bentojradvocacia/","needs_manual_review","Seguir","org_web_c93c9740afac35f6","BENTO JR ADVOCACIA EMPRESARIAL (@bentojradvocacia)","google_web_discovery|google_web_search|official_site","0.95","SP","2026-05-01T20:13:56.033Z","https://www.bentojradvocacia.com.br/","","(11) 95195-6024","(11) 95195-6024"
"RIO DE JANEIRO","https://www.instagram.com/advogado_previdenciario_inss/","needs_manual_review","Seguir","org_web_bfbabc881cb165d8","MEDEIROS ADVOGADOS (@advogado_previdenciario_inss)","google_web_discovery|google_web_search|official_site","0.95","RJ","2026-05-01T19:46:29.767Z","https://medeirosadv.adv.br/","","(21) 2222-2222",""
"SANTOS","https://www.instagram.com/harbsantos.adv/","needs_manual_review","Seguir","org_web_a3b10539096891f7","HARBS SANTOS ADVOGADOS (@harbsantos.adv)","google_web_discovery|official_site","0.95","SP","2026-05-01T19:46:05.941Z","https://harbsantos.adv.br/","","","(47) 98818-8862"
"SOROCABA","https://www.instagram.com/diasbatistaadv/","needs_manual_review","Seguir","org_web_bcf03ec4b97f028c","ADVOGADOS SOROCABA (@diasbatistaadv)","google_web_discovery|official_site","0.95","SP","2026-05-01T19:12:12.530Z","https://www.advogadosorocaba.com.br/","","(15) 3234-7117","(15) 99138-6106"
"SAO PAULO","https://www.instagram.com/ramalhoadvocaciasp/","needs_manual_review","Seguir","org_web_9dea356eff4b4cf2","RAMALHO ADVOCACIA SP – SITE PROFISSIONAL DE ADVOGADOS EM ... (@ramalhoadvocaciasp)","google_web_discovery|google_web_search|official_site","0.95","SP","2026-04-29T20:40:15.512Z","https://ramalhoadvocaciasp.com.br/","rose@ramalhoadvocaciasp.com.br","(11) 4312-0823","(11) 93430-2929"
"JOINVILLE","https://www.instagram.com/advocaciafrank/","needs_manual_review","Seguir","org_web_da0ad78a2071d4b6","ESCRITÓRIO DE ADVOCACIA (@advocaciafrank)","google_web_discovery|official_site","0.92","SC","2026-05-01T23:10:57.871Z","https://advocaciafrank.com.br/","","",""
"LONDRINA","https://www.instagram.com/rubinadvogados/","needs_manual_review","Seguir","org_web_40c7e695a31c07cf","RUBIN ADVOGADOS ASSOCIADOS: ADVOGADO EM LONDRINA (@rubinadvogados)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:09:40.636Z","https://rubin.adv.br/","","(43) 99982-2542","(43) 99982-2542"
"LONDRINA","https://www.instagram.com/advogados.mw/","needs_manual_review","Seguir","org_web_f19b11876a3673c5","MW ADVOGADOS: HOME (@advogados.mw)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:05:00.822Z","https://mw.adv.br/","","","(41) 3798-2011"
"CURITIBA","https://www.instagram.com/farrachadecastroadvogados/","needs_manual_review","Seguir","org_web_5fc9b929c9121fbf","FARRACHA DE CASTRO ADVOGADOS: HOME (@farrachadecastroadvogados)","google_web_discovery|official_site","0.92","PR","2026-05-01T20:39:29.160Z","https://farrachadecastro.com.br/","curitiba@farrachadecastro.com.br","(41) 3075-6100","(41) 99514-0048"
"UBERLANDIA","https://www.instagram.com/advocacialucasaraujo/","needs_manual_review","Seguir","org_web_9751a6c01bc928c6","ADVOCACIA TRABALHISTA (@advocacialucasaraujo)","google_web_discovery|official_site","0.92","MG","2026-05-01T20:37:38.876Z","https://lucasaraujo.adv.br/","","(34) 99635-2121",""
"BELO HORIZONTE","https://www.instagram.com/ssantos.advogados/","needs_manual_review","Seguir","org_web_42cb69609ca5ccf5","SSANTOS ADVOGADOS: HOME (@ssantos.advogados)","google_web_discovery|official_site","0.92","MG","2026-05-01T20:15:40.501Z","https://ssantos.adv.br/","advocacia@ssantos.adv.br","(41) 99114-1498","(41) 99114-1498"
"BELO HORIZONTE","https://www.instagram.com/leandrofialhoadvogados/","needs_manual_review","Seguir","org_web_4d8d67f6cab3486f","LEANDRO FIALHO ADVOGADOS: ADVOCACIA ESPECIALIZADA EM BH (@leandrofialhoadvogados)","google_web_discovery|official_site","0.92","MG","2026-05-01T20:14:20.894Z","https://consultoriojuridico.com.br/","","(31) 99702-2211","(31) 99702-2211"
"BELO HORIZONTE","https://www.instagram.com/silvafreireadv/","needs_manual_review","Seguir","org_web_8d06ce303cb42678","SILVA FREIRE ADVOGADOS BH – HÁ 30 ANOS,UMA TRADICIONAL ... (@silvafreireadv)","google_web_discovery|official_site","0.92","MG","2026-05-01T20:14:15.525Z","https://silvafreire.adv.br/","","(31) 99237-2543","(31) 99237-2543"
"RIO DE JANEIRO","https://www.instagram.com/plg.advogados/","needs_manual_review","Seguir","org_web_d8f67da09d4107d4","PLG ADVOGADOS TRABALHISTAS NO RJ – ZONA OESTE (@plg.advogados)","google_web_discovery|official_site","0.92","RJ","2026-05-01T19:46:25.406Z","https://plg.adv.br/","","(02) 13986-4177","(21) 2051-7913"
"SANTOS","https://www.instagram.com/santosadvemanuelle/","needs_manual_review","Seguir","org_web_e3c34c73e88ba7fc","EMANUELLE SANTOS ADVOCACIA: EMANUELLEHOME (@santosadvemanuelle)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:44:29.545Z","https://emanuellesantos.adv.br/","atendimento@emanuellesantos.adv.br","(41) 3528-3275",""
"SANTOS","https://www.instagram.com/advogadofabiosantos/","needs_manual_review","Seguir","org_web_165542b6e57090c8","DIREITO PREVIDENCIÁRIO – F.SANTOS SOCIEDADE DE ADVOCACIA (@advogadofabiosantos)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:44:29.400Z","http://www.fabiosantos.adv.br/","fabio@fabiosantos.adv.br","(11) 5676-3650","(11) 94732-9169"
"SANTOS","https://www.instagram.com/santosadvocaciapf/","needs_manual_review","Seguir","org_web_2587b62dfcb0249f","SANTOS SOCIEDADE INDIVIDUAL DE ADVOCACIA: INÍCIO (@santosadvocaciapf)","google_web_discovery|google_web_search|official_site","0.92","SP","2026-05-01T19:43:09.331Z","https://santossiadv.com.br/","","","(11) 98934-4189"
"SANTOS","https://www.instagram.com/santos.sadvocacia/","needs_manual_review","Seguir","org_web_27517779cc5f13c8","SANTOS ADVOCACIA: HOME (@santos.sadvocacia)","google_web_discovery|google_web_search|official_site","0.92","SP","2026-05-01T19:43:09.331Z","https://asantosadvocacia.com.br/","","",""
"SANTOS","https://www.instagram.com/santosb.adv/","needs_manual_review","Seguir","org_web_fc2a7e6d0bdf0b9d","SANTOS ADVOCACIA ESPECIALIZADA: ADVOGADO EM SÃO JOSÉ SC (@santosb.adv)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:43:09.330Z","https://santosadvo.com.br/","","(48) 99219-2503","(48) 99219-2503"
"SAO PAULO","https://www.instagram.com/infobelpro/","needs_manual_review","Seguir","org_09b188033539d43e","PASCHOAL & PASCHOAL SOCIEDADE DE ADVOGADOS (@infobelpro)","google_web_search|google_web_search_miss|oab_registry|official_site","0.92","SP","2026-05-01T19:13:23.122Z","https://paschoal.adv.br/","contato@paschoal.adv.br","(11) 99998-8046","(11) 99998-8046"
"SAO PAULO","https://www.instagram.com/gaiga_advocacia/","needs_manual_review","Seguir","org_99a02a97e73d14a6","JUNIA MARTINS - SOCIEDADE INDIVIDUAL DE ADVOCACIA (@gaiga_advocacia)","codex_fallback|google_web_search|google_web_search_miss|oab_registry|official_site","0.92","SP","2026-05-01T19:13:22.231Z","https://www.azevedosette.com.br/","faleconosco@azevedosette.com.br","(51) 2200-1000",""
"SAO PAULO","https://www.instagram.com/portalmigalhas/","needs_manual_review","Seguir","org_0a37e9162208d994","DUARTE GARCIA, SERRA NETTO E TERRA SOCIEDADE DE ADVOGADOS (@portalmigalhas)","google_web_search|google_web_search_miss|oab_registry|official_site","0.92","SP","2026-05-01T19:13:22.230Z","https://www.migalhas.com.br/","migalhas@migalhas.com.br","(16) 3917-1008",""
"SAO PAULO","https://www.instagram.com/flh.advogados/","needs_manual_review","Seguir","org_94aaaa9e972e3898","FRANCO, LEUTEWILER, HENRIQUES SOCIEDADE DE ADVOGADOS (@flh.advogados)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T19:13:22.230Z","https://www.flha.com.br/","contato@flha.com.br","(11) 3016-1888",""
"SAO PAULO","https://www.instagram.com/aga.oficial/","needs_manual_review","Seguir","org_026bb0e2643e673c","BOAVENTURA RIBEIRO SOCIEDADE DE ADVOGADOS (@aga.oficial)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T19:13:22.228Z","https://grupoalliance.com.br/","comercial2@grupoalliance.com.br","(11) 5078-3019","(11) 5078-3019"
"SOROCABA","https://www.instagram.com/tatiane.adv/","needs_manual_review","Seguir","org_web_7d85a306111bf36c","RODRIGUES E FELIX ADVOGADOS: ADVOGADO EM PIRITUBA (@tatiane.adv)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:13:18.308Z","https://www.rodriguesefelix.adv.br/","tato@rodriguesefelix.adv.br","(11) 3456-7890","(11) 94523-5361"
"SOROCABA","https://www.instagram.com/tangiadvocacia/","needs_manual_review","Seguir","org_web_a20f583c53a158da","TANGI ADVOCACIA: ADVOCACIA CIVIL, TRABALHISTA, PREVIDENCIÁRIO ... (@tangiadvocacia)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:13:10.310Z","https://tangiadvocacia.com.br/","","(15) 3232-7679","(15) 3232-7679"
"RIBEIRAO PRETO","https://www.instagram.com/advocaciagoncalvesemanella/","needs_manual_review","Seguir","org_web_069ca126e961f5a9","GONÇALVES & MANELLA SOCIEDADE DE ADVOGADOS: GM (@advocaciagoncalvesemanella)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:11:23.769Z","https://goncalvesemanella.adv.br/","","(16) 3635-1864","(16) 98876-0800"
"SAO PAULO","https://www.instagram.com/magalhaesadvocacia.oficial/","needs_manual_review","Seguir","org_38124b8286325d9e","MAGALHAES BUCKUP - SOCIEDADE INDIVIDUAL DE ADVOCACIA (@magalhaesadvocacia.oficial)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T18:18:19.950Z","","","(14) 3815-2222","(14) 3815-2222"
"SAO PAULO","https://www.instagram.com/martinelliadvogados/","needs_manual_review","Seguir","org_763025c773915fe5","BARBARA ALBUQUERQUE SOCIEDADE INDIVIDUAL DE ADVOCACIA (@martinelliadvogados)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T18:13:58.584Z","","","",""
"SAO PAULO","https://www.instagram.com/plbradvogados/","needs_manual_review","Seguir","org_01f3bf25177c186a","RIBEIRO PINTO ADVOGADOS ASSOCIADOS (@plbradvogados)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T18:12:01.252Z","https://ribeiropintoadvogados.com.br/","","",""
"SAO PAULO","https://www.instagram.com/rbragaadvocacia/","needs_manual_review","Seguir","org_622ff54f8a33f0ee","R. BRAGA SOCIEDADE INDIVIDUAL DE ADVOCACIA (@rbragaadvocacia)","google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T18:09:37.061Z","https://rbragaadvocacia.com.br/","advogados@rbragaadvocacia.com.br","",""
"SAO PAULO","https://www.instagram.com/fz_fundacao/","needs_manual_review","Seguir","org_37ddc5d4692c6140","AZULAY SOCIEDADE DE ADVOGADOS (@fz_fundacao)","codex_fallback|google_web_search|google_web_search_miss|oab_registry|official_site","0.92","SP","2026-04-29T20:38:57.843Z","https://www.dsmaazulay.com.br/","contato@dsmaazulay.com.br","+55 (11) 3280-0250",""
"SAO PAULO","https://www.instagram.com/viseu_advogados/","needs_manual_review","Seguir","org_5f89beebc3597162","VISEU SOCIEDADE DE ADVOGADOS (@viseu_advogados)","google_web_search|google_web_search_miss|oab_registry|official_site","0.92","SP","2026-04-29T18:33:26.293Z","https://viseu.com.br/","recrutamento@viseu.com.br","(11) 3185-0185","(11) 99521-5422"
"PORTO ALEGRE","https://www.instagram.com/meisteremarder/","needs_manual_review","Seguir","org_web_e59f17adf80fd14e","MEISTER & MARDER ADVOCACIA (@meisteremarder)","google_web_discovery|google_web_search","0.7","RS","2026-05-01T21:45:35.596Z","https://meistermarder.com.br/","","",""
"MARINGA","https://www.instagram.com/sheylaborgesdeliz/","needs_manual_review","Seguir","org_web_12310de2ca464e4d","SOUSA BORGES DE LIZ ADVOGADOS (@sheylaborgesdeliz)","google_web_discovery|google_web_search","0.7","PR","2026-05-01T21:07:57.246Z","https://www.sbdl.com.br/","","",""
"SANTOS","https://www.instagram.com/santosadvogadosbr/","needs_manual_review","Seguir","org_web_123957b6c7cc6db5","A SANTOS ADVOGADOS ASSOCIADOS (@santosadvogadosbr)","google_web_discovery|google_web_search","0.7","SP","2026-05-01T19:43:09.332Z","https://s.migalhas.com.br/","","",""
